index,date,hair,age,experience,salary,gender,diploma,speciality,score,availability,hired
12544,2014-02-09,chatain,26.0,17.0,41226.0,F,master,forage,91.96,non,No
2636,2014-10-04,blond,51.0,7.0,37305.0,M,licence,geologie,65.2,non,No
16577,2012-07-24,chatain,34.0,9.0,31221.0,F,master,geologie,94.69,non,No
11663,2011-09-12,chatain,22.0,11.0,36306.0,M,doctorat,forage,78.24,oui,No
17853,2014-07-23,chatain,19.0,8.0,31927.0,M,doctorat,geologie,77.88,non,No
8506,2010-04-28,chatain,20.0,9.0,23412.0,F,doctorat,detective,87.52,oui,No
1718,2010-08-20,chatain,32.0,10.0,36828.0,M,master,geologie,91.71,non,No
16324,2012-03-21,blond,36.0,14.0,28474.0,M,master,geologie,79.79,non,Yes
6038,2014-08-25,chatain,21.0,13.0,41089.0,M,master,forage,,non,No
8656,2013-12-13,brun,35.0,9.0,33752.0,F,master,archeologie,97.32,oui,No
5626,2011-12-21,brun,45.0,10.0,32101.0,M,master,geologie,69.32,non,Yes
11530,2011-10-08,roux,33.0,10.0,32044.0,M,bac,geologie,51.23,non,No
19426,2013-01-28,blond,32.0,13.0,42526.0,M,bac,forage,53.71,non,No
4901,2013-07-21,brun,47.0,5.0,34269.0,F,licence,detective,73.22,non,No
10506,2010-01-30,blond,37.0,13.0,33299.0,F,licence,detective,84.36,oui,No
14783,2012-06-08,blond,19.0,11.0,40783.0,M,bac,geologie,59.86,non,No
8472,2012-05-29,blond,32.0,15.0,33127.0,M,licence,geologie,78.8,non,No
17303,2010-09-25,blond,39.0,10.0,27575.0,F,master,detective,100.02,oui,No
16605,2012-10-31,chatain,25.0,5.0,38317.0,M,doctorat,forage,90.1,oui,No
1230,2011-01-16,chatain,28.0,8.0,33835.0,F,doctorat,forage,79.99,non,No
16289,2014-07-13,brun,36.0,15.0,42103.0,F,master,archeologie,91.82,oui,No
10764,2012-02-29,blond,20.0,10.0,35084.0,M,licence,detective,86.03,non,Yes
1781,2012-10-07,brun,42.0,9.0,32210.0,M,licence,geologie,,non,Yes
4791,2010-05-28,blond,35.0,10.0,51332.0,M,bac,geologie,31.42,oui,No
8518,2010-11-11,roux,37.0,9.0,27261.0,F,licence,geologie,104.79,non,No
9000,2013-03-18,brun,32.0,10.0,28744.0,M,master,geologie,91.77,non,No
2437,2013-07-11,chatain,25.0,10.0,35887.0,F,doctorat,detective,88.7,oui,No
12920,2010-04-16,brun,36.0,9.0,34986.0,M,licence,geologie,68.61,non,No
15186,2011-05-10,blond,39.0,13.0,27048.0,M,master,geologie,82.29,non,No
295,2010-05-08,chatain,18.0,8.0,30258.0,F,doctorat,archeologie,106.09,oui,No
12599,2010-09-15,chatain,58.0,12.0,42757.0,M,licence,geologie,51.69,non,No
16938,2012-03-08,chatain,36.0,12.0,35848.0,F,master,detective,92.3,non,No
16071,2014-03-17,blond,44.0,13.0,31125.0,F,licence,detective,77.33,non,No
22,2010-01-04,brun,39.0,13.0,34632.0,M,master,geologie,81.35,non,No
5921,2010-02-10,brun,35.0,5.0,39758.0,M,master,geologie,70.0,oui,No
13138,2012-10-29,brun,39.0,6.0,36290.0,M,master,forage,85.97,oui,No
9990,2013-08-15,roux,25.0,4.0,29793.0,F,bac,geologie,67.42,non,No
10380,2014-08-07,blond,28.0,7.0,35031.0,M,licence,detective,53.61,non,No
1953,2011-06-18,blond,33.0,7.0,29349.0,M,master,geologie,96.39,oui,No
15786,2013-11-02,brun,32.0,5.0,32925.0,M,master,detective,78.31,oui,No
15449,2014-10-29,chatain,42.0,6.0,41088.0,M,master,geologie,68.38,oui,No
17904,2014-10-13,blond,40.0,12.0,41763.0,F,bac,forage,50.06,non,No
15079,2014-02-21,chatain,40.0,15.0,36610.0,F,doctorat,forage,93.91,oui,No
742,2013-10-30,chatain,23.0,6.0,43749.0,M,master,forage,45.44,oui,No
2562,2010-07-28,blond,39.0,11.0,34670.0,M,licence,geologie,62.34,non,No
8428,2013-11-11,blond,37.0,12.0,37814.0,M,bac,geologie,63.32,non,No
1219,2014-06-23,chatain,24.0,11.0,37817.0,M,master,geologie,60.76,oui,No
7293,2012-01-21,blond,29.0,10.0,27432.0,M,bac,geologie,49.2,non,No
698,2010-06-13,blond,32.0,7.0,33645.0,M,master,archeologie,60.75,oui,No
4078,2013-04-09,chatain,30.0,8.0,32234.0,F,master,forage,56.67,non,Yes
19273,2014-10-27,brun,42.0,8.0,35945.0,M,master,forage,83.01,oui,No
10006,2014-10-15,roux,40.0,7.0,36305.0,M,licence,geologie,96.14,oui,Yes
8548,2014-09-03,roux,14.0,8.0,30428.0,F,bac,geologie,88.38,non,No
10509,2011-05-24,blond,23.0,8.0,27563.0,F,master,detective,101.46,oui,No
13318,2011-06-12,brun,27.0,10.0,29498.0,M,doctorat,detective,93.32,oui,No
2411,2011-11-09,brun,25.0,11.0,37391.0,M,licence,geologie,68.54,non,No
6398,2014-07-03,blond,31.0,12.0,26370.0,M,doctorat,forage,107.25,oui,No
9311,2014-01-12,blond,23.0,7.0,29242.0,F,licence,forage,96.46,non,No
3069,2013-08-02,brun,51.0,10.0,35935.0,F,master,detective,81.86,oui,No
8122,2013-11-24,brun,15.0,5.0,33369.0,M,master,detective,75.35,oui,No
4044,2013-10-23,roux,36.0,15.0,39452.0,M,bac,geologie,31.94,non,No
13025,2012-12-02,chatain,35.0,13.0,33784.0,F,master,geologie,90.24,non,No
9652,2012-11-29,brun,48.0,12.0,39364.0,M,master,forage,63.79,oui,No
6820,2012-05-27,brun,35.0,8.0,32220.0,M,doctorat,geologie,74.06,oui,No
10354,2014-09-03,chatain,53.0,6.0,38121.0,F,master,forage,87.55,non,No
2045,2011-01-13,brun,35.0,16.0,37983.0,F,licence,detective,69.99,non,No
14530,2012-05-22,chatain,36.0,10.0,35441.0,M,master,geologie,77.32,oui,No
11615,2012-03-21,roux,27.0,9.0,29129.0,M,licence,geologie,81.76,non,No
1799,2010-08-08,blond,27.0,10.0,35844.0,M,licence,forage,88.7,non,Yes
9285,2010-02-13,blond,28.0,5.0,36195.0,F,bac,geologie,62.11,non,No
4428,2013-12-27,blond,52.0,12.0,29327.0,M,master,detective,67.35,non,No
4498,2014-04-09,chatain,58.0,8.0,27909.0,F,master,geologie,73.95,non,No
124,2013-04-27,brun,32.0,11.0,36192.0,M,master,geologie,74.06,non,Yes
15612,2014-02-08,blond,15.0,12.0,34855.0,F,licence,geologie,92.42,non,No
10394,2010-02-15,blond,37.0,8.0,34526.0,M,licence,geologie,81.1,non,No
12947,2014-10-06,blond,29.0,8.0,36937.0,M,master,forage,66.69,oui,No
3885,2013-01-27,chatain,29.0,6.0,35723.0,M,master,forage,73.84,oui,No
2138,2010-11-05,blond,33.0,4.0,32268.0,F,bac,geologie,85.35,non,No
1229,2011-10-04,chatain,37.0,5.0,39495.0,M,licence,geologie,55.23,non,No
2201,2012-02-29,blond,48.0,13.0,30522.0,F,licence,forage,76.87,non,No
3701,2012-11-04,blond,31.0,10.0,43869.0,F,bac,forage,68.23,non,No
2787,2014-10-21,brun,25.0,6.0,33515.0,F,master,forage,95.86,non,No
12587,2010-04-28,brun,46.0,12.0,30427.0,F,licence,geologie,90.36,non,No
10735,2014-03-15,chatain,28.0,13.0,38935.0,M,master,geologie,84.03,non,No
18569,2012-12-04,chatain,42.0,8.0,32498.0,M,master,geologie,69.82,non,No
5050,2010-05-18,brun,42.0,15.0,37224.0,M,master,archeologie,79.05,oui,No
658,2011-07-09,blond,46.0,9.0,32871.0,F,licence,archeologie,74.83,oui,No
2555,2013-01-09,chatain,21.0,9.0,36774.0,M,master,geologie,84.9,oui,No
16808,2012-06-03,chatain,42.0,4.0,43855.0,M,master,archeologie,64.88,oui,No
16805,2010-11-02,roux,38.0,9.0,44385.0,M,licence,detective,63.91,oui,No
3601,2010-12-04,blond,30.0,10.0,33942.0,M,master,detective,81.84,oui,No
11988,2013-07-06,brun,21.0,3.0,33496.0,M,master,forage,74.3,oui,No
29,2010-07-25,chatain,19.0,9.0,31357.0,M,doctorat,detective,88.69,oui,No
2074,2014-11-09,chatain,45.0,9.0,43682.0,M,master,geologie,57.03,oui,No
11159,2014-05-14,chatain,20.0,10.0,35628.0,M,doctorat,forage,95.46,oui,No
8213,2010-08-16,brun,42.0,8.0,31295.0,F,licence,detective,73.8,non,No
8936,2012-11-16,chatain,17.0,6.0,26574.0,M,doctorat,geologie,63.46,non,Yes
1683,2012-07-21,chatain,48.0,8.0,34200.0,F,master,detective,80.89,oui,No
581,2010-04-18,chatain,16.0,11.0,39905.0,F,master,forage,63.33,oui,No
3121,2010-07-19,blond,19.0,12.0,32495.0,M,licence,geologie,83.13,non,Yes
4548,2012-07-15,blond,36.0,9.0,37924.0,M,licence,forage,59.29,oui,No
16804,2013-08-14,chatain,31.0,12.0,35705.0,M,master,geologie,96.54,oui,No
16003,2013-03-27,brun,26.0,9.0,27970.0,F,master,geologie,95.83,non,No
13461,2012-03-04,chatain,27.0,7.0,33058.0,M,master,geologie,72.55,non,No
4108,2012-04-10,chatain,37.0,8.0,41499.0,M,master,forage,86.14,oui,No
8237,2010-12-04,brun,46.0,5.0,37393.0,M,bac,geologie,61.28,non,No
17148,2012-11-06,brun,46.0,10.0,36185.0,F,bac,archeologie,68.35,non,Yes
7849,2011-08-14,chatain,26.0,15.0,38013.0,M,master,geologie,80.76,oui,No
4117,2011-08-06,chatain,29.0,11.0,41684.0,M,master,geologie,62.83,oui,Yes
715,2013-03-20,brun,41.0,9.0,37556.0,F,master,detective,86.7,oui,No
18473,2012-10-27,brun,12.0,8.0,34913.0,M,master,geologie,52.97,non,No
583,2012-12-04,brun,32.0,10.0,26589.0,F,,geologie,107.17,non,No
12755,2010-11-06,chatain,50.0,12.0,39664.0,F,licence,forage,69.73,non,No
19030,2011-10-27,brun,39.0,17.0,36630.0,M,licence,forage,62.04,non,No
13575,2011-07-25,blond,41.0,8.0,40159.0,M,licence,geologie,71.06,non,No
11795,2011-07-20,brun,33.0,11.0,31054.0,F,licence,geologie,73.8,non,No
12642,2014-01-28,blond,14.0,5.0,39168.0,M,licence,detective,83.68,oui,No
7014,2014-10-15,brun,42.0,8.0,29626.0,F,master,geologie,75.48,non,No
18146,2014-11-13,brun,36.0,9.0,40046.0,F,licence,geologie,62.4,non,Yes
19569,2013-06-15,brun,23.0,12.0,35695.0,M,licence,geologie,66.66,non,No
4465,2014-06-13,blond,27.0,5.0,36553.0,M,licence,geologie,53.65,non,No
17105,2014-05-28,roux,35.0,9.0,29383.0,F,bac,forage,68.68,non,No
18206,2010-10-17,chatain,7.0,8.0,36460.0,F,master,detective,81.25,oui,No
12508,2014-12-01,brun,39.0,10.0,38721.0,M,master,geologie,55.57,oui,No
8191,2010-11-23,brun,49.0,4.0,,M,bac,geologie,39.39,non,No
8232,2010-06-05,brun,16.0,10.0,36551.0,M,licence,detective,74.07,non,Yes
10945,2013-12-24,brun,24.0,7.0,37195.0,M,master,forage,70.48,oui,Yes
18049,2014-09-20,blond,26.0,9.0,36521.0,M,licence,geologie,70.96,non,No
4587,2010-05-07,chatain,48.0,11.0,36263.0,F,doctorat,archeologie,74.36,oui,No
7196,2014-04-22,chatain,23.0,17.0,28763.0,M,master,geologie,77.41,non,No
6233,2010-08-23,blond,19.0,7.0,35254.0,M,licence,geologie,60.47,non,No
2625,,brun,30.0,12.0,38768.0,M,licence,geologie,63.69,non,No
14600,2013-08-13,chatain,16.0,7.0,38238.0,F,master,geologie,77.94,non,No
4165,2010-09-02,chatain,60.0,3.0,30924.0,F,master,geologie,107.31,non,No
3208,2013-07-12,brun,16.0,10.0,34092.0,M,master,geologie,72.5,non,No
14673,2014-08-22,brun,47.0,16.0,24999.0,M,doctorat,geologie,118.3,non,No
17205,2011-01-11,roux,42.0,12.0,42013.0,M,bac,forage,35.03,non,No
4800,2014-07-06,roux,22.0,3.0,30586.0,F,bac,geologie,87.84,non,No
960,2011-04-28,blond,25.0,11.0,39885.0,M,bac,geologie,65.17,non,No
17988,2014-06-21,chatain,31.0,13.0,30761.0,F,master,detective,42.22,non,Yes
9614,2012-08-09,brun,39.0,9.0,38129.0,F,master,geologie,73.05,oui,Yes
18760,2011-12-17,brun,43.0,6.0,37526.0,F,master,geologie,64.8,non,Yes
6504,2013-09-10,blond,32.0,9.0,34497.0,M,licence,geologie,66.82,non,No
16827,2010-05-10,roux,50.0,11.0,38471.0,M,bac,geologie,76.41,non,No
3962,2013-10-28,brun,51.0,15.0,32500.0,M,master,forage,86.05,oui,No
7820,2014-11-03,brun,38.0,12.0,38147.0,M,licence,geologie,75.68,non,No
8743,2013-10-13,chatain,34.0,9.0,41047.0,F,doctorat,archeologie,85.77,oui,No
18259,2010-03-19,blond,42.0,9.0,34530.0,M,licence,geologie,58.91,non,No
9710,2012-12-22,chatain,56.0,9.0,40518.0,F,licence,detective,69.44,non,No
16615,2011-08-10,blond,39.0,7.0,30002.0,M,licence,geologie,71.49,non,No
8952,2011-01-03,chatain,22.0,5.0,35877.0,M,master,geologie,79.19,oui,No
5830,2011-09-07,blond,32.0,10.0,34669.0,M,licence,geologie,76.36,non,No
9098,2010-11-18,blond,34.0,6.0,33113.0,M,master,geologie,62.57,non,No
4459,2012-06-24,chatain,35.0,13.0,29773.0,F,doctorat,geologie,114.41,oui,No
1817,2014-01-15,brun,37.0,7.0,34546.0,F,master,detective,72.39,oui,No
2723,2011-02-08,blond,33.0,15.0,32285.0,M,licence,geologie,55.14,non,No
3713,2014-08-16,blond,25.0,5.0,30739.0,M,master,geologie,109.64,oui,No
8202,2012-10-18,brun,,5.0,40170.0,M,master,geologie,68.53,oui,No
10898,2013-08-25,blond,26.0,15.0,33201.0,M,master,detective,82.59,oui,No
1855,2010-05-13,chatain,26.0,14.0,21734.0,F,doctorat,forage,125.8,oui,No
4220,2010-06-25,roux,33.0,13.0,36434.0,M,bac,geologie,40.41,non,No
6838,2013-07-08,chatain,64.0,11.0,29276.0,F,doctorat,detective,94.27,non,No
2673,2014-03-01,chatain,31.0,13.0,32699.0,M,doctorat,geologie,82.0,oui,No
14407,2012-04-19,chatain,14.0,4.0,36981.0,M,master,geologie,74.24,non,No
12446,2012-10-07,blond,29.0,7.0,29504.0,F,bac,geologie,,non,No
8324,2013-06-22,blond,23.0,5.0,38594.0,M,master,forage,91.77,oui,No
7475,2010-09-08,chatain,19.0,9.0,37937.0,F,master,archeologie,97.85,oui,No
16404,2014-02-07,brun,63.0,7.0,42827.0,F,licence,archeologie,72.44,oui,No
10644,2012-03-26,chatain,46.0,6.0,43736.0,F,master,archeologie,83.77,oui,No
16998,2010-04-29,roux,58.0,9.0,33033.0,M,licence,geologie,56.35,non,No
6995,2013-09-09,brun,39.0,8.0,37474.0,M,licence,geologie,67.02,non,No
18757,2011-03-12,brun,21.0,8.0,30916.0,F,master,detective,99.98,oui,No
11483,2011-08-24,chatain,36.0,9.0,36850.0,F,licence,forage,114.39,non,No
13125,2011-01-19,blond,35.0,11.0,34500.0,M,licence,forage,84.91,non,Yes
13172,2013-07-12,roux,54.0,11.0,41375.0,M,bac,geologie,22.85,non,No
3734,2010-02-22,brun,46.0,12.0,40971.0,F,licence,forage,60.25,non,Yes
2977,2010-01-01,chatain,13.0,9.0,33316.0,F,master,detective,95.11,oui,No
9016,2011-09-01,brun,32.0,11.0,38486.0,M,master,geologie,65.6,oui,No
14555,2013-07-25,chatain,43.0,7.0,37269.0,F,master,detective,50.97,non,Yes
8320,2012-04-10,brun,31.0,10.0,27191.0,F,master,forage,77.36,non,No
15831,2010-05-05,blond,31.0,14.0,33122.0,M,master,geologie,74.05,non,No
4770,2010-09-24,blond,35.0,7.0,32088.0,M,licence,geologie,73.96,non,No
7711,2014-05-14,blond,51.0,10.0,35124.0,M,licence,geologie,77.31,non,No
12292,2011-01-10,brun,20.0,3.0,31862.0,F,master,geologie,97.8,non,No
10914,2012-03-05,brun,22.0,9.0,31976.0,M,doctorat,archeologie,91.68,oui,No
17895,2014-04-21,chatain,37.0,13.0,35336.0,M,master,forage,75.76,oui,No
13040,2010-03-12,chatain,39.0,9.0,37533.0,F,doctorat,detective,88.44,oui,No
9980,2014-06-30,blond,32.0,4.0,28401.0,M,licence,forage,84.07,non,Yes
4814,2013-09-11,brun,38.0,8.0,28333.0,M,doctorat,geologie,,oui,No
18787,2013-06-23,chatain,31.0,11.0,29592.0,F,doctorat,detective,93.12,oui,No
11582,2011-11-25,chatain,30.0,6.0,36679.0,M,master,geologie,76.25,oui,No
11924,2013-12-17,roux,30.0,14.0,27171.0,M,master,forage,78.59,oui,No
409,2012-11-22,blond,24.0,11.0,34436.0,F,licence,detective,84.5,non,No
9839,2012-08-11,brun,26.0,12.0,38214.0,M,master,detective,79.72,oui,No
6509,2013-06-27,blond,42.0,7.0,38086.0,F,bac,detective,52.69,non,No
667,2010-12-06,brun,27.0,6.0,27381.0,M,master,geologie,69.99,non,No
9355,2012-04-25,blond,28.0,10.0,39900.0,M,licence,geologie,75.61,non,No
19304,,chatain,29.0,10.0,40069.0,F,licence,detective,62.14,non,Yes
8434,2012-04-01,chatain,28.0,8.0,38577.0,F,master,geologie,87.98,non,No
7350,2010-09-08,blond,33.0,10.0,36548.0,M,master,geologie,79.72,oui,No
5226,2014-02-17,chatain,34.0,6.0,36394.0,F,doctorat,detective,101.15,oui,No
328,2010-10-29,brun,35.0,9.0,33433.0,M,master,geologie,69.15,non,No
1409,2012-10-29,chatain,43.0,8.0,29055.0,F,doctorat,geologie,93.06,non,No
6880,2013-01-03,chatain,46.0,11.0,32953.0,,licence,forage,64.47,non,Yes
898,2013-11-24,brun,39.0,6.0,30778.0,M,master,geologie,61.68,non,No
8022,2011-06-03,chatain,40.0,10.0,31568.0,F,master,detective,91.37,oui,No
1774,2012-12-01,chatain,50.0,7.0,37156.0,F,licence,detective,63.31,non,Yes
10009,2014-10-17,chatain,36.0,10.0,36288.0,M,doctorat,detective,105.89,oui,No
9548,2011-05-09,blond,47.0,14.0,33223.0,M,master,geologie,63.5,non,No
13033,2014-08-30,brun,43.0,9.0,34294.0,M,doctorat,detective,66.37,oui,No
14067,2014-12-10,brun,43.0,8.0,33423.0,M,licence,geologie,60.49,non,No
181,2014-08-12,chatain,27.0,13.0,37183.0,F,master,forage,87.08,oui,No
17288,2014-10-31,chatain,23.0,13.0,40387.0,M,licence,geologie,59.19,non,No
15159,2010-02-13,chatain,26.0,9.0,29915.0,F,doctorat,detective,97.84,oui,No
4293,2013-06-02,brun,32.0,8.0,45594.0,M,bac,geologie,60.65,non,No
6407,2014-11-06,blond,43.0,7.0,21781.0,F,master,forage,109.14,non,No
14332,2014-04-14,brun,33.0,9.0,32179.0,M,master,geologie,76.0,non,Yes
478,2014-02-07,blond,25.0,13.0,24575.0,M,licence,geologie,70.39,non,No
15425,2014-08-27,blond,35.0,4.0,34477.0,M,bac,geologie,52.25,non,No
899,2010-12-09,blond,48.0,13.0,36564.0,F,licence,geologie,85.21,non,No
7264,2010-11-19,roux,35.0,11.0,35657.0,M,bac,geologie,50.36,non,No
4843,2012-11-03,chatain,24.0,8.0,29440.0,M,doctorat,geologie,77.03,non,No
14909,2014-12-12,brun,24.0,7.0,41184.0,F,bac,detective,60.52,non,No
6035,2011-11-07,roux,31.0,11.0,45317.0,M,licence,geologie,109.16,oui,Yes
14707,2012-06-07,,37.0,9.0,42531.0,M,licence,forage,53.37,non,No
7924,2014-12-02,roux,32.0,3.0,28016.0,F,bac,forage,93.19,non,No
13253,2012-03-26,chatain,48.0,3.0,40620.0,F,master,forage,78.31,non,No
4059,2014-02-22,blond,37.0,10.0,25084.0,M,master,geologie,84.81,non,No
12261,2010-03-30,brun,42.0,17.0,35747.0,F,licence,geologie,96.55,non,No
7560,2011-07-07,chatain,42.0,9.0,31858.0,M,doctorat,geologie,68.68,non,Yes
7034,2011-04-25,brun,34.0,13.0,30779.0,M,master,geologie,73.09,non,No
16329,2012-11-18,blond,45.0,11.0,38149.0,M,licence,geologie,63.45,non,No
9644,2012-01-12,brun,36.0,10.0,36984.0,M,master,geologie,73.46,oui,Yes
2193,2012-06-24,chatain,16.0,7.0,27504.0,F,doctorat,forage,96.76,non,No
19588,2013-09-07,brun,42.0,10.0,33827.0,M,master,geologie,75.9,oui,No
4041,2013-03-20,chatain,14.0,14.0,45136.0,F,master,detective,83.75,oui,No
14913,2011-05-03,blond,29.0,6.0,28606.0,M,doctorat,geologie,80.86,oui,Yes
12286,2010-05-29,chatain,50.0,6.0,44706.0,M,master,detective,84.47,oui,No
2754,2010-04-07,roux,17.0,8.0,37475.0,M,licence,geologie,90.65,oui,Yes
10686,2014-04-30,blond,25.0,10.0,37194.0,M,licence,detective,74.13,oui,No
14226,2010-10-27,chatain,35.0,5.0,31227.0,M,master,geologie,66.36,non,No
19485,2014-04-20,blond,38.0,12.0,47207.0,M,bac,geologie,41.62,non,No
16747,2014-07-13,chatain,37.0,7.0,25711.0,F,master,geologie,71.86,non,No
11651,2013-07-15,chatain,44.0,8.0,43896.0,M,master,detective,61.62,oui,No
17901,2014-12-17,blond,43.0,4.0,39100.0,M,licence,forage,70.35,oui,No
17441,2012-07-26,brun,23.0,12.0,27310.0,M,master,geologie,84.37,non,No
6863,2013-05-29,blond,26.0,11.0,37950.0,F,bac,detective,63.48,non,No
8923,2010-05-28,chatain,26.0,13.0,33975.0,F,master,archeologie,68.77,oui,No
13014,2012-05-18,brun,44.0,14.0,24157.0,F,master,geologie,77.18,non,No
3994,2012-12-15,blond,38.0,8.0,31420.0,M,licence,geologie,82.07,non,No
6088,2011-04-29,chatain,40.0,14.0,37569.0,M,master,geologie,78.93,non,No
4351,2012-05-26,blond,26.0,10.0,31007.0,F,bac,geologie,92.15,non,No
4835,2012-09-30,chatain,48.0,12.0,40109.0,F,doctorat,detective,69.8,oui,No
1629,2010-12-22,chatain,29.0,11.0,36004.0,F,master,detective,78.75,oui,No
13517,2013-12-07,brun,29.0,10.0,37194.0,M,licence,geologie,46.87,non,No
14452,2013-01-28,blond,47.0,10.0,32718.0,M,licence,geologie,54.43,non,No
12640,2010-12-18,blond,30.0,10.0,31689.0,M,master,geologie,73.23,oui,No
13301,2013-02-15,blond,27.0,4.0,23580.0,F,master,forage,82.78,non,No
12573,2011-02-15,blond,46.0,8.0,39911.0,M,bac,geologie,52.66,non,No
2326,2010-03-01,brun,50.0,6.0,41588.0,F,master,archeologie,83.81,oui,No
9754,2010-04-08,roux,38.0,12.0,33904.0,M,bac,geologie,83.11,non,No
7605,2010-08-21,chatain,,10.0,36615.0,M,master,forage,57.78,oui,No
17211,2014-07-20,roux,37.0,13.0,41585.0,M,bac,detective,63.26,non,No
16242,2013-03-26,blond,39.0,10.0,44901.0,M,bac,geologie,29.87,non,No
7987,2011-02-12,chatain,40.0,10.0,41298.0,M,master,forage,84.2,oui,No
9516,2013-09-28,blond,43.0,6.0,33514.0,F,licence,forage,101.52,non,No
6527,2011-11-21,blond,30.0,10.0,43291.0,M,licence,forage,50.64,oui,No
12617,2011-11-24,chatain,21.0,8.0,32630.0,F,master,detective,89.27,non,No
11715,2010-09-03,blond,35.0,11.0,31674.0,M,licence,detective,84.42,non,Yes
19521,2014-09-10,brun,35.0,11.0,25736.0,M,doctorat,geologie,99.51,non,No
16108,2011-01-26,chatain,53.0,,30615.0,F,doctorat,detective,91.9,oui,No
8459,2011-10-25,blond,39.0,9.0,42600.0,M,master,geologie,95.23,oui,Yes
5503,2012-09-22,chatain,35.0,11.0,35019.0,M,doctorat,forage,49.71,oui,No
9965,2014-02-07,chatain,31.0,8.0,32788.0,M,master,geologie,72.99,non,No
8464,2014-08-01,chatain,52.0,9.0,24892.0,M,master,geologie,70.56,non,No
16027,2014-08-22,blond,32.0,8.0,39622.0,M,licence,geologie,42.56,oui,No
7685,2014-04-30,chatain,34.0,10.0,36597.0,M,master,geologie,82.49,non,No
14113,2010-07-29,chatain,35.0,3.0,44493.0,F,licence,detective,68.28,oui,No
14746,2010-06-25,blond,37.0,14.0,37410.0,M,licence,geologie,64.98,non,No
19705,2013-12-24,brun,45.0,11.0,49479.0,M,licence,geologie,51.01,oui,No
2598,2011-09-29,brun,33.0,11.0,46450.0,M,bac,geologie,61.22,non,No
17806,2010-07-06,brun,44.0,9.0,39712.0,F,licence,detective,71.74,oui,Yes
412,2010-10-26,blond,24.0,11.0,31699.0,M,master,archeologie,92.81,oui,No
1077,2011-09-13,brun,37.0,10.0,30358.0,M,master,geologie,61.72,non,No
2484,2013-08-05,blond,26.0,7.0,30200.0,M,licence,geologie,88.43,non,No
18278,2013-11-12,brun,43.0,13.0,36465.0,F,licence,detective,73.74,non,Yes
6008,2012-02-22,brun,35.0,11.0,34340.0,F,licence,geologie,61.88,non,No
14300,2011-07-26,brun,40.0,10.0,47912.0,F,bac,geologie,61.47,non,No
1637,2013-07-18,brun,24.0,15.0,36380.0,F,master,archeologie,82.97,oui,No
15151,2014-06-09,blond,24.0,7.0,38953.0,M,master,geologie,92.34,oui,Yes
7807,2012-01-01,blond,38.0,10.0,40015.0,M,licence,archeologie,101.51,,Yes
10518,2014-04-29,blond,44.0,7.0,38316.0,F,licence,detective,94.86,oui,No
4839,2010-02-19,chatain,38.0,13.0,36589.0,M,master,detective,67.25,oui,No
2862,2014-01-01,brun,26.0,10.0,34588.0,M,master,geologie,79.43,oui,Yes
9795,2013-03-24,chatain,39.0,9.0,41756.0,F,licence,forage,59.63,non,No
11124,2011-12-18,brun,41.0,13.0,35047.0,F,licence,forage,63.11,non,No
3585,2011-09-19,chatain,23.0,8.0,33548.0,F,master,detective,73.35,oui,Yes
3365,2012-12-11,chatain,33.0,14.0,27492.0,F,doctorat,forage,96.32,oui,No
2773,2011-08-25,roux,42.0,7.0,30526.0,F,licence,forage,90.87,non,No
13351,2013-10-24,brun,20.0,7.0,36958.0,M,bac,geologie,11.59,non,No
12735,2014-11-22,roux,35.0,7.0,35637.0,M,licence,geologie,82.83,oui,No
3229,2012-09-03,chatain,39.0,10.0,34984.0,F,doctorat,detective,87.7,oui,No
84,2013-05-17,blond,44.0,11.0,35865.0,M,master,geologie,82.39,oui,Yes
1154,2013-04-19,blond,45.0,11.0,32831.0,F,licence,geologie,76.29,non,No
19787,2012-12-14,blond,38.0,11.0,23531.0,M,master,geologie,78.62,non,No
18237,2014-04-03,brun,22.0,11.0,31116.0,M,doctorat,geologie,95.24,oui,No
2216,2014-06-27,blond,27.0,7.0,35383.0,M,bac,geologie,64.55,non,No
14108,2013-12-21,blond,42.0,6.0,34217.0,M,licence,geologie,60.75,non,No
16753,2014-08-03,blond,39.0,8.0,36093.0,M,licence,geologie,53.98,non,No
18556,2014-04-26,blond,42.0,8.0,31254.0,F,master,forage,98.36,oui,No
16438,2013-06-17,chatain,34.0,11.0,32809.0,M,doctorat,forage,98.03,oui,No
16787,2011-12-17,chatain,33.0,8.0,40516.0,M,master,geologie,68.74,oui,No
9781,2011-11-05,chatain,47.0,9.0,34230.0,M,doctorat,geologie,84.17,oui,No
8635,2014-06-10,brun,44.0,10.0,34335.0,M,licence,geologie,67.6,non,No
17168,2012-09-05,blond,35.0,6.0,39523.0,M,licence,geologie,66.11,non,No
10880,2014-04-08,blond,44.0,7.0,36143.0,M,licence,geologie,84.32,non,No
2894,2010-09-23,blond,21.0,13.0,24038.0,M,master,geologie,103.36,non,Yes
4212,2010-01-09,roux,30.0,7.0,29426.0,M,master,geologie,80.26,oui,No
16791,2012-03-13,chatain,27.0,5.0,29283.0,M,doctorat,geologie,91.56,non,Yes
14902,2010-02-18,brun,40.0,10.0,35294.0,M,master,forage,81.9,oui,No
17600,2011-04-19,blond,36.0,12.0,37884.0,F,bac,forage,62.36,non,No
18101,2012-04-05,brun,28.0,8.0,41480.0,M,master,forage,70.26,oui,No
